status,time,card_type,city,amount,id
success,2025-09-19 12:44:00,master_card,tehran,583952.0,23
fail,2025-09-28 07:32:00,visa,ahvaz,177050.0,89
fail,2025-09-02 23:17:00,mastcard,isfahan,0.0,62
success,2025-09-10 14:11:00,master_card,tehran,0.0,73
fail,2025-09-13 04:15:00,visa,karaj,0.0,77
success,2025-09-25 02:20:00,visa,tehran,0.0,54
fail,2025-09-21 23:59:00,visa,karaj,100.5,81
success,2025-09-28 14:11:00,visa,karaj,200000.0,50
fail,2025-09-12 22:27:00,discover,karaj,419089.0,24
fail,2025-09-12 00:00:00,mastcard,tabriz,200000.0,2
success,2025-09-30 02:30:00,visa,tehran,914465.0,93
success,2025-09-30 10:05:00,master_card,tehran,50200.0,83
fail,2025-09-11 21:21:00,visa,tehran,976246.0,33
success,2025-09-26 03:27:00,discover,qom,200000.0,21
fail,2025-09-23 21:23:00,master_card,shiraz,177050.0,74
success,2025-09-07 14:02:00,visa,tabriz,850000.0,45
success,2025-09-30 14:11:00,visa,tehran,443463.0,9
fail,2025-09-01 02:30:00,master_card,tehran,99999.0,6
success,2025-09-30 10:05:00,visa,mashhad,976246.0,53
success,2025-09-25 02:30:00,master_card,tabriz,63489.0,19
success,2025-09-20 10:05:00,visa,tehran,177050.0,69
success,2025-09-13 19:29:00,visa,ahvaz,650000.0,25
fail,2025-09-09 11:11:00,amex,mashhad,120000.0,11
fail,2025-09-03 14:11:00,mastcard,tabriz,650000.0,74
fail,2025-09-07 00:00:00,master_card,ahvaz,0.0,17
success,2025-09-06 05:23:00,visa,mashhad,471227.0,36
fail,2025-09-27 10:48:00,master_card,tehran,412308.0,96
success,2025-09-30 10:05:00,visa,karaj,914282.0,21
fail,2025-09-05 14:11:00,visa,karaj,583952.0,18
success,2025-09-01 00:00:00,visa,tehran,900000.0,60
success,2025-09-10 12:12:00,discover,tehran,419089.0,1
fail,2025-09-24 03:27:00,visa,karaj,177050.0,8
fail,2025-09-15 02:30:00,amex,tabriz,343679.0,66
fail,2025-09-27 05:23:00,master_card,tehran,443463.0,51
success,2025-09-22 02:37:00,visa,mashhad,850000.0,79
fail,2025-09-24 02:37:00,discover,qom,0.0,60
fail,2025-09-17 08:08:00,visa,karaj,443463.0,62
success,2025-09-30 14:30:00,master_card,karaj,200000.0,1
fail,2025-09-17 07:08:00,mastcard,tabriz,0.0,85
success,2025-09-26 13:13:00,visa,qom,200000.0,42
fail,2025-09-20 14:11:00,amex,isfahan,123456.0,1
fail,2025-09-12 20:33:00,amex,tehran,976246.0,97
fail,2025-09-17 05:56:00,visa,mashhad,343679.0,30
success,2025-09-05 09:09:00,visa,isfahan,471227.0,7
success,2025-09-17 12:12:00,visa,mashhad,50200.0,22
fail,2025-09-17 18:12:00,master_card,tehran,250000.0,45
success,2025-09-27 02:20:00,visa,ahvaz,914282.0,74
fail,2025-09-17 21:21:00,master_card,ahvaz,333333.0,72
success,2025-09-02 20:20:00,visa,isfahan,5000.0,92
fail,2025-09-02 12:12:00,master_card,tehran,914465.0,10
success,2025-09-28 11:11:00,discover,karaj,471227.0,14
success,2025-09-22 07:08:00,master_card,isfahan,120000.0,46
success,2025-09-23 23:59:00,visa,tehran,250000.0,75
fail,2025-09-05 10:05:00,visa,ahvaz,850000.0,6
fail,2025-09-01 10:48:00,amex,tehran,450000.0,21
fail,2025-09-01 14:02:00,visa,qom,585954.0,62
success,2025-09-30 02:30:00,mastcard,qom,0.0,19
fail,2025-09-02 19:51:00,discover,mashhad,300000.0,89
fail,2025-09-21 10:48:00,visa,tabriz,123456.0,82
success,2025-09-12 20:20:00,master_card,tabriz,774681.0,100
success,2025-09-06 23:59:00,visa,tehran,471227.0,83
success,2025-09-23 01:01:00,master_card,ahvaz,343679.0,53
fail,2025-09-23 14:11:00,master_card,tehran,976246.0,56
success,2025-09-24 07:32:00,master_card,shiraz,250000.0,34
fail,2025-09-27 05:56:00,amex,isfahan,545116.0,22
fail,2025-09-06 19:40:00,visa,tabriz,250000.0,57
success,2025-09-24 15:45:00,master_card,tehran,100000.0,10
fail,2025-09-05 14:11:00,visa,qom,63489.0,66
fail,2025-09-02 11:11:00,visa,tabriz,177050.0,98
success,2025-09-06 06:30:00,discover,isfahan,976246.0,38
success,2025-09-22 08:08:00,visa,qom,0.0,62
success,2025-09-16 21:21:00,discover,tehran,333333.0,10
success,2025-09-16 04:40:00,master_card,tabriz,0.0,45
fail,2025-09-09 02:54:00,amex,tehran,650000.0,99
fail,2025-09-28 09:00:00,visa,shiraz,177050.0,67
fail,2025-09-27 21:23:00,visa,shiraz,412308.0,9
success,2025-09-06 06:06:00,visa,isfahan,452545.0,5
fail,2025-09-29 23:59:00,visa,tehran,100000.0,12
fail,2025-09-03 05:23:00,visa,tehran,0.0,82
success,2025-09-20 12:44:00,visa,tabriz,914282.0,58
fail,2025-09-28 19:29:00,visa,mashhad,914465.0,21
fail,2025-09-19 23:59:00,visa,tehran,0.0,3
success,2025-09-03 03:27:00,mastcard,tabriz,419089.0,90
fail,2025-09-19 14:55:00,visa,tabriz,12345.0,64
success,2025-09-20 19:51:00,visa,tehran,555555.0,49
fail,2025-09-07 07:08:00,mastcard,tehran,471227.0,72
fail,2025-09-09 03:00:00,mastcard,mashhad,200000.0,73
success,2025-09-08 19:51:00,mastcard,mashhad,100.5,70
fail,2025-09-07 17:17:00,visa,tehran,63489.0,21
fail,2025-09-18 10:48:00,visa,isfahan,914282.0,7
success,2025-09-08 11:11:00,visa,shiraz,443463.0,7
success,2025-09-01 02:37:00,visa,karaj,850000.0,27
fail,2025-09-11 13:10:00,master_card,shiraz,123456.0,8
success,2025-09-28 02:30:00,discover,tehran,100.5,73
fail,2025-09-25 05:23:00,master_card,karaj,0.0,79
fail,2025-09-23 11:11:00,mastcard,tehran,976246.0,71
fail,2025-09-10 02:30:00,discover,shiraz,0.0,82
fail,2025-09-28 21:10:00,visa,qom,914282.0,33
success,2025-09-16 13:13:00,visa,tehran,900000.0,7
success,2025-09-26 10:48:00,visa,shiraz,99999.0,3
success,2025-09-16 12:44:00,discover,mashhad,1.0,14
fail,2025-09-02 07:08:00,amex,mashhad,100.5,13
success,2025-09-01 20:33:00,discover,tehran,100000.0,16
success,2025-09-30 21:10:00,amex,tehran,471227.0,5
success,2025-09-12 16:40:00,master_card,tehran,0.0,90
fail,2025-09-27 04:15:00,amex,mashhad,585954.0,38
fail,2025-09-23 23:17:00,master_card,tehran,1.0,56
fail,2025-09-09 19:51:00,visa,mashhad,419089.0,63
success,2025-09-09 23:17:00,visa,mashhad,914465.0,48
success,2025-09-19 14:11:00,discover,tehran,583952.0,59
success,2025-09-03 13:13:00,visa,ahvaz,200000.0,91
fail,2025-09-20 14:30:00,amex,karaj,0.0,55
fail,2025-09-24 07:08:00,discover,karaj,343679.0,55
fail,2025-09-24 06:30:00,visa,karaj,0.0,85
fail,2025-09-20 12:44:00,visa,tehran,343679.0,87
success,2025-09-11 03:27:00,master_card,tabriz,900000.0,53
fail,2025-09-17 09:00:00,visa,tehran,914465.0,58
fail,2025-09-08 07:07:00,discover,karaj,99999.0,37
success,2025-09-04 07:08:00,visa,karaj,0.0,49
success,2025-09-06 01:01:00,discover,mashhad,343679.0,67
fail,2025-09-08 16:40:00,discover,karaj,914465.0,19
fail,2025-09-30 12:44:00,visa,tehran,120000.0,29
success,2025-09-30 10:05:00,discover,karaj,914465.0,52
success,2025-09-25 09:45:00,visa,tabriz,555555.0,41
success,2025-09-25 07:08:00,visa,isfahan,450000.0,5
success,2025-09-18 10:48:00,visa,mashhad,5000.0,57
fail,2025-09-14 08:59:00,master_card,mashhad,100.5,6
success,2025-09-02 19:51:00,mastcard,tabriz,774681.0,22
fail,2025-09-22 23:17:00,visa,tehran,471227.0,77
fail,2025-09-03 07:08:00,amex,tabriz,177050.0,76
success,2025-09-16 02:24:00,master_card,qom,914282.0,4
fail,2025-09-29 12:44:00,discover,tehran,450000.0,72
success,2025-09-09 21:21:00,visa,isfahan,0.0,64
fail,2025-09-04 07:32:00,amex,tehran,63489.0,37
success,2025-09-21 14:00:00,mastcard,tabriz,583952.0,8
success,2025-09-16 10:05:00,amex,shiraz,63489.0,40
fail,2025-09-20 10:05:00,mastcard,mashhad,250000.0,98
fail,2025-09-24 13:13:00,amex,ahvaz,583952.0,94
success,2025-09-07 15:45:00,visa,tabriz,5000.0,28
fail,2025-09-17 10:48:00,visa,karaj,1000.0,88
success,2025-09-27 15:45:00,visa,qom,250000.0,97
fail,2025-09-23 04:40:00,master_card,mashhad,200000.0,7
success,2025-09-22 04:15:00,amex,isfahan,452545.0,30
fail,2025-09-13 06:30:00,visa,qom,1.0,73
fail,2025-09-19 16:16:00,visa,shiraz,333333.0,10
fail,2025-09-22 02:54:00,visa,mashhad,452545.0,61
fail,2025-09-21 11:11:00,discover,tabriz,0.0,95
success,2025-09-01 08:59:00,discover,karaj,650000.0,38
success,2025-09-15 21:21:00,discover,karaj,914465.0,79
fail,2025-09-01 14:30:00,amex,tehran,443463.0,90
success,2025-09-05 17:17:00,discover,qom,123456.0,70
success,2025-09-29 21:21:00,amex,mashhad,0.0,65
fail,2025-09-19 16:40:00,visa,tehran,200000.0,56
success,2025-09-04 02:20:00,visa,karaj,99999.0,67
fail,2025-09-03 04:15:00,mastcard,isfahan,100000.0,17
fail,2025-09-17 04:40:00,visa,tabriz,900000.0,60
fail,2025-09-12 09:45:00,master_card,mashhad,177050.0,40
fail,2025-09-30 05:56:00,visa,karaj,976246.0,90
fail,2025-09-29 16:40:00,discover,mashhad,343679.0,62
fail,2025-09-14 04:40:00,visa,tabriz,333333.0,41
fail,2025-09-06 20:33:00,visa,karaj,471227.0,94
success,2025-09-28 04:15:00,amex,isfahan,0.0,54
fail,2025-09-09 13:13:00,visa,qom,333333.0,90
success,2025-09-05 20:33:00,visa,tabriz,450000.0,94
success,2025-09-21 12:44:00,discover,qom,900000.0,46
fail,2025-09-28 04:15:00,amex,isfahan,5000.0,61
fail,2025-09-20 10:48:00,discover,shiraz,583952.0,66
fail,2025-09-21 09:45:00,discover,shiraz,914282.0,36
success,2025-09-23 12:44:00,mastcard,qom,1.0,74
fail,2025-09-03 12:34:00,master_card,tehran,0.0,16
fail,2025-09-18 12:12:00,master_card,tehran,123456.0,14
fail,2025-09-10 19:51:00,discover,tehran,177050.0,25
success,2025-09-22 12:34:00,visa,tabriz,0.0,4
fail,2025-09-03 17:07:00,discover,tehran,471227.0,56
success,2025-09-08 14:00:00,amex,tehran,545116.0,6
fail,2025-09-14 14:02:00,visa,tehran,850000.0,1
fail,2025-09-18 19:51:00,master_card,tehran,123456.0,1
fail,2025-09-15 05:56:00,visa,tehran,100.5,63
success,2025-09-22 02:54:00,visa,ahvaz,419089.0,57
fail,2025-09-23 20:20:00,master_card,tehran,100000.0,67
fail,2025-09-02 04:40:00,amex,mashhad,5000.0,65
success,2025-09-27 13:13:00,amex,ahvaz,100.5,65
success,2025-09-26 08:08:00,amex,tehran,419089.0,97
fail,2025-09-17 02:37:00,master_card,tehran,177050.0,33
fail,2025-09-01 17:07:00,master_card,tehran,0.0,22
fail,2025-09-09 07:07:00,master_card,tehran,0.0,95
success,2025-09-22 19:19:00,mastcard,tehran,471227.0,4
success,2025-09-16 05:23:00,master_card,ahvaz,0.0,88
fail,2025-09-07 23:59:00,visa,tehran,0.0,55
fail,2025-09-29 05:56:00,visa,tehran,333333.0,44
success,2025-09-10 21:23:00,visa,mashhad,471227.0,90
success,2025-09-26 02:24:00,discover,tehran,452545.0,81
success,2025-09-13 13:13:00,amex,isfahan,99999.0,94
success,2025-09-28 02:30:00,master_card,tehran,900000.0,76
success,2025-09-07 20:33:00,amex,mashhad,120000.0,65
success,2025-09-25 12:34:00,discover,tehran,774681.0,10
fail,2025-09-13 06:06:00,visa,qom,99999.0,47
fail,2025-09-01 19:51:00,visa,shiraz,471227.0,49
success,2025-09-08 00:00:00,amex,mashhad,200000.0,72
success,2025-09-16 13:13:00,discover,tehran,650000.0,87
fail,2025-09-14 12:34:00,master_card,shiraz,774681.0,26
success,2025-09-12 23:17:00,amex,shiraz,200000.0,91
fail,2025-09-19 22:27:00,visa,shiraz,914282.0,9
success,2025-09-15 07:08:00,mastcard,tehran,900000.0,96
fail,2025-09-28 14:55:00,master_card,isfahan,250000.0,63
success,2025-09-02 10:05:00,visa,isfahan,120000.0,14
success,2025-09-23 19:19:00,discover,isfahan,900000.0,33
success,2025-09-22 18:12:00,visa,ahvaz,555555.0,71
success,2025-09-19 19:51:00,discover,tehran,471227.0,24
success,2025-09-25 09:09:00,master_card,karaj,63489.0,73
fail,2025-09-26 06:06:00,discover,mashhad,1000.0,75
fail,2025-09-30 23:59:00,discover,isfahan,412308.0,88
success,2025-09-29 06:06:00,visa,isfahan,0.0,51
success,2025-09-26 01:01:00,master_card,isfahan,0.0,15
fail,2025-09-26 11:11:00,amex,isfahan,177050.0,35
fail,2025-09-20 00:00:00,mastcard,mashhad,976246.0,39
success,2025-09-06 14:02:00,master_card,shiraz,914282.0,64
success,2025-09-28 13:10:00,visa,tehran,914465.0,30
success,2025-09-05 18:45:00,master_card,tehran,419089.0,100
fail,2025-09-21 22:27:00,mastcard,tehran,976246.0,67
success,2025-09-28 12:44:00,amex,karaj,1.0,91
success,2025-09-12 09:00:00,master_card,mashhad,177050.0,15
fail,2025-09-05 12:44:00,master_card,tabriz,0.0,92
success,2025-09-07 03:27:00,visa,karaj,200000.0,18
fail,2025-09-06 08:08:00,discover,mashhad,0.0,76
success,2025-09-13 05:23:00,mastcard,tehran,100.5,89
success,2025-09-20 21:23:00,amex,tehran,123456.0,69
success,2025-09-15 19:51:00,amex,tehran,100.5,92
fail,2025-09-03 11:11:00,amex,tehran,976246.0,48
success,2025-09-23 08:08:00,discover,qom,200000.0,30
success,2025-09-08 08:08:00,visa,tabriz,0.0,15
fail,2025-09-13 02:37:00,mastcard,tehran,343679.0,99
success,2025-09-28 05:56:00,mastcard,tehran,0.0,84
success,2025-09-19 07:07:00,master_card,tabriz,471227.0,97
fail,2025-09-24 20:20:00,visa,qom,443463.0,5
success,2025-09-28 18:12:00,mastcard,mashhad,914465.0,8
fail,2025-09-26 07:08:00,mastcard,mashhad,555555.0,22
success,2025-09-23 01:01:00,mastcard,tabriz,850000.0,7
success,2025-09-05 14:11:00,discover,qom,471227.0,46
fail,2025-09-26 08:59:00,amex,tehran,471227.0,30
fail,2025-09-21 18:00:00,amex,qom,100.5,16
fail,2025-09-30 12:12:00,visa,tehran,343679.0,79
success,2025-09-09 10:05:00,master_card,tehran,1000.0,67
success,2025-09-01 17:17:00,amex,ahvaz,1.0,74
success,2025-09-26 01:51:00,visa,tehran,177050.0,5
fail,2025-09-26 06:30:00,visa,ahvaz,419089.0,23
fail,2025-09-01 07:08:00,visa,tehran,0.0,79
success,2025-09-15 00:00:00,visa,isfahan,63489.0,82
success,2025-09-02 02:37:00,amex,ahvaz,471227.0,25
fail,2025-09-30 17:17:00,amex,tehran,585954.0,8
fail,2025-09-08 21:10:00,visa,tehran,585954.0,22
fail,2025-09-13 18:12:00,visa,tabriz,100.5,72
success,2025-09-21 07:08:00,visa,isfahan,177050.0,88
fail,2025-09-16 22:27:00,visa,tehran,583952.0,72
fail,2025-09-29 12:12:00,master_card,tabriz,50200.0,68
fail,2025-09-05 12:12:00,discover,tabriz,205000.0,95
fail,2025-09-22 02:20:00,amex,tabriz,200000.0,19
success,2025-09-03 23:17:00,visa,mashhad,976246.0,53
fail,2025-09-12 03:27:00,mastcard,tehran,123456.0,94
fail,2025-09-26 06:06:00,mastcard,tabriz,900000.0,88
fail,2025-09-16 02:24:00,discover,tehran,0.0,98
fail,2025-09-25 16:16:00,visa,tehran,412308.0,54
fail,2025-09-29 03:27:00,visa,tehran,419089.0,44
success,2025-09-17 22:27:00,master_card,tehran,650000.0,63
fail,2025-09-14 04:15:00,discover,tehran,555555.0,39
fail,2025-09-30 23:59:00,visa,mashhad,300000.0,19
success,2025-09-20 02:30:00,visa,isfahan,123456.0,31
success,2025-09-05 17:07:00,visa,qom,850000.0,77
fail,2025-09-16 05:56:00,master_card,tabriz,412308.0,69
fail,2025-09-26 01:01:00,amex,tehran,120000.0,88
fail,2025-09-26 09:45:00,visa,mashhad,0.0,83
fail,2025-09-16 19:29:00,amex,shiraz,12345.0,65
success,2025-09-07 03:27:00,visa,karaj,343679.0,59
fail,2025-09-04 19:19:00,visa,karaj,0.0,33
fail,2025-09-01 14:30:00,mastcard,tabriz,200000.0,32
fail,2025-09-23 03:27:00,mastcard,tehran,123456.0,12
success,2025-09-26 07:08:00,discover,qom,583952.0,73
fail,2025-09-10 10:48:00,master_card,shiraz,5000.0,11
fail,2025-09-04 03:27:00,master_card,tabriz,850000.0,54
success,2025-09-20 07:07:00,visa,mashhad,63489.0,42
success,2025-09-10 02:24:00,master_card,tabriz,419089.0,99
fail,2025-09-26 08:59:00,amex,tehran,100.5,71
fail,2025-09-19 18:00:00,master_card,isfahan,100.5,31
fail,2025-09-26 05:56:00,amex,isfahan,900000.0,52
success,2025-09-01 05:56:00,amex,shiraz,900000.0,2
success,2025-09-24 07:08:00,visa,tehran,0.0,83
success,2025-09-05 16:16:00,master_card,ahvaz,177050.0,38
fail,2025-09-13 18:12:00,master_card,ahvaz,63489.0,32
success,2025-09-04 12:12:00,visa,mashhad,850000.0,10
fail,2025-09-16 14:11:00,amex,tehran,0.0,8
fail,2025-09-24 15:45:00,master_card,qom,555555.0,91
fail,2025-09-17 05:23:00,discover,isfahan,0.0,20
success,2025-09-27 02:24:00,amex,karaj,100.5,72
fail,2025-09-24 14:55:00,visa,mashhad,452545.0,99
fail,2025-09-12 10:48:00,discover,isfahan,976246.0,89
fail,2025-09-18 10:48:00,mastcard,mashhad,585954.0,98
success,2025-09-03 02:37:00,master_card,karaj,200000.0,63
success,2025-09-28 23:59:00,visa,tehran,471227.0,92
success,2025-09-01 08:08:00,visa,tehran,976246.0,21
fail,2025-09-29 03:27:00,visa,qom,976246.0,35
fail,2025-09-19 20:33:00,discover,tehran,583952.0,85
success,2025-09-05 17:07:00,master_card,tehran,177050.0,48
fail,2025-09-03 13:13:00,master_card,tehran,583952.0,96
success,2025-09-01 03:00:00,visa,qom,177050.0,91
fail,2025-09-01 11:11:00,discover,tabriz,0.0,62
fail,2025-09-08 02:37:00,master_card,karaj,0.0,35
fail,2025-09-10 23:17:00,discover,ahvaz,850000.0,70
success,2025-09-12 17:17:00,amex,tehran,0.0,34
fail,2025-09-14 06:06:00,master_card,tehran,0.0,15
success,2025-09-19 06:30:00,discover,tehran,555555.0,89
success,2025-09-18 01:01:00,visa,isfahan,0.0,56
fail,2025-09-23 07:08:00,mastcard,tabriz,12345.0,93
fail,2025-09-17 14:11:00,visa,tehran,123456.0,1
success,2025-09-26 13:13:00,discover,tehran,914465.0,65
success,2025-09-08 06:30:00,master_card,tabriz,100.5,28
fail,2025-09-26 23:17:00,discover,tehran,177050.0,48
success,2025-09-26 10:48:00,discover,tabriz,976246.0,65
fail,2025-09-30 01:01:00,master_card,karaj,555555.0,91
fail,2025-09-02 18:00:00,visa,isfahan,900000.0,51
success,2025-09-09 08:08:00,master_card,tehran,900000.0,49
fail,2025-09-07 07:32:00,visa,karaj,976246.0,25
fail,2025-09-26 19:29:00,master_card,karaj,177050.0,76
success,2025-09-18 18:00:00,visa,isfahan,850000.0,71
fail,2025-09-13 02:54:00,visa,shiraz,0.0,64
success,2025-09-11 22:27:00,master_card,tehran,650000.0,61
success,2025-09-29 09:45:00,master_card,tehran,0.0,12
success,2025-09-04 19:19:00,master_card,tabriz,12345.0,69
success,2025-09-25 13:10:00,visa,isfahan,452545.0,14
success,2025-09-29 08:08:00,master_card,qom,5000.0,48
fail,2025-09-25 12:34:00,amex,tehran,976246.0,61
success,2025-09-04 09:00:00,master_card,mashhad,583952.0,81
fail,2025-09-10 05:56:00,master_card,ahvaz,585954.0,35
fail,2025-09-05 09:09:00,amex,mashhad,177050.0,65
fail,2025-09-09 14:55:00,mastcard,tehran,914282.0,59
success,2025-09-24 05:56:00,master_card,mashhad,205000.0,36
success,2025-09-03 04:40:00,visa,tehran,1000.0,79
success,2025-09-17 14:55:00,discover,shiraz,0.0,19
fail,2025-09-04 10:48:00,visa,tehran,0.0,19
